Altium Designer Pick and Place Locations
D:\Work\Outsource\Mash-Unit\MU-RK3576J-MB\MU-RK3576J-MB\Project\Project Outputs for WM620-FA\Pick Place for MU-RK3576J-MB(MU-RK3576J-MB_MEDIAPLAYER).txt

========================================================================================================================
File Design Information:

Date:       18.06.26
Time:       00:38
Revision:   565ab68ce903e9d283ca9fb6306d9a29e483809e
Variant:    MU-RK3576J-MB_MEDIAPLAYER
Units used: mm

Designator Comment                  Layer       Footprint               Center-X(mm) Center-Y(mm) Rotation Description                                                                                          
C588       10uF                     TopLayer    C0805                   32.2589      6.3274       90       ""                                                                                                   
C587       1000pF                   BottomLayer C0402                   26.6495      6.6356       180      ""                                                                                                   
C584       0.1uF                    TopLayer    C0402                   14.8293      8.3860       270      ""                                                                                                   
C579       0.1uF                    BottomLayer C0201                   64.8475      54.8297      270      ""                                                                                                   
C578       0.1uF                    BottomLayer C0201                   65.2989      49.4732      0        ""                                                                                                   
C577       1000pF                   BottomLayer C0201                   64.9501      48.8172      180      *                                                                                                    
C576       1000pF                   BottomLayer C0201                   63.8080      48.8532      270      *                                                                                                    
C575       1000pF                   BottomLayer C0201                   64.4673      46.7442      90       *                                                                                                    
C574       0.1uF                    BottomLayer C0201                   30.4791      58.4623      90       ""                                                                                                   
C573       0.1uF                    BottomLayer C0201                   31.0311      58.4623      90       ""                                                                                                   
C572       12pF                     BottomLayer C0402                   47.1914      66.8822      0        ""                                                                                                   
C571       12pF                     BottomLayer C0402                   44.7416      65.9345      90       ""                                                                                                   
C570       1uF                      BottomLayer C0201                   42.7056      69.2524      90       ""                                                                                                   
C569       0.1uF                    BottomLayer C0201                   43.2293      69.2660      270      ""                                                                                                   
C568       0.1uF                    BottomLayer C0201                   42.4192      73.2382      270      ""                                                                                                   
C567       0.1uF                    BottomLayer C0201                   40.5164      68.9856      0        ""                                                                                                   
C566       1uF                      BottomLayer C0201                   41.6965      71.1891      270      ""                                                                                                   
C564       0.1uF                    BottomLayer C0201                   45.9480      68.5327      180      ""                                                                                                   
C559       0.1uF                    BottomLayer C0201                   44.2716      71.7478      270      ""                                                                                                   
C558       0.1uF                    BottomLayer C0201                   42.1979      69.8437      270      ""                                                                                                   
C557       0.1uF                    BottomLayer C0201                   40.6160      69.7715      90       ""                                                                                                   
C556       0.1uF                    BottomLayer C0201                   41.2420      70.3610      90       ""                                                                                                   
C555       0.1uF                    BottomLayer C0201                   41.2546      73.7863      270      ""                                                                                                   
C554       1uF                      BottomLayer C0201                   42.4191      72.0815      90       ""                                                                                                   
C553       0.1uF                    BottomLayer C0201                   44.0351      68.6336      90       ""                                                                                                   
C552       1uF                      BottomLayer C0201                   44.0350      69.7442      90       ""                                                                                                   
C551       1uF                      BottomLayer C0201                   46.2789      66.7486      0        ""                                                                                                   
C550       0.1uF                    BottomLayer C0201                   41.9280      68.1104      180      ""                                                                                                   
C549       1uF                      BottomLayer C0201                   45.1335      69.4058      0        ""                                                                                                   
C548       0.1uF                    BottomLayer C0201                   42.9434      73.2382      270      ""                                                                                                   
C547       0.1uF                    BottomLayer C0201                   41.7192      70.0876      270      ""                                                                                                   
C546       0.1uF                    BottomLayer C0201                   66.1805      50.2175      90       ""                                                                                                   
C545       0.1uF                    BottomLayer C0201                   70.0089      49.1086      0        ""                                                                                                   
C544       1uF                      BottomLayer C0201                   66.6515      49.5486      90       ""                                                                                                   
C543       0.1uF                    BottomLayer C0201                   67.2256      49.4949      90       ""                                                                                                   
C542       1uF                      BottomLayer C0201                   68.2859      49.9798      0        ""                                                                                                   
C534       0.1uF                    BottomLayer C0201                   31.9791      58.4567      90       ""                                                                                                   
C533       0.1uF                    BottomLayer C0201                   32.5311      58.4567      90       ""                                                                                                   
C532       0.1uF                    BottomLayer C0201                   33.4791      58.4567      90       ""                                                                                                   
C531       0.1uF                    BottomLayer C0201                   34.0311      58.4567      90       ""                                                                                                   
C530       0.1uF                    BottomLayer C0201                   35.4791      58.4567      90       ""                                                                                                   
C529       0.1uF                    BottomLayer C0201                   36.0265      58.4500      90       ""                                                                                                   
C528       0.1uF                    BottomLayer C0201                   36.9791      58.4500      90       ""                                                                                                   
C527       0.1uF                    BottomLayer C0201                   37.5311      58.4505      90       ""                                                                                                   
C526       10uF                     BottomLayer C0402                   124.4500     54.8503      90       *                                                                                                    
C525       0.1uF                    BottomLayer C0402                   124.4500     53.8250      90       ""                                                                                                   
C524       10uF                     BottomLayer C0402                   118.5882     42.1010      270      *                                                                                                    
C523       0.1uF                    BottomLayer C0402                   118.6053     42.9893      270      ""                                                                                                   
C520       0.1uF                    TopLayer    C0402                   13.4365      48.1264      0        ""                                                                                                   
C519       10uF                     TopLayer    C0603                   11.9276      53.9938      90       *                                                                                                    
C518       0.1uF                    TopLayer    C0402                   16.2974      54.9885      90       ""                                                                                                   
C517       10uF                     TopLayer    C0603                   15.0268      53.8421      180      *                                                                                                    
C516       0.1uF                    TopLayer    C0402                   16.2559      48.6328      90       ""                                                                                                   
C515       10uF                     TopLayer    C0603                   16.4866      47.6044      0        *                                                                                                    
C514       0.1uF                    TopLayer    C0402                   7.7691       39.8944      90       ""                                                                                                   
C513       10uF                     TopLayer    C0603                   8.0116       40.9724      0        *                                                                                                    
C512       10uF                     TopLayer    C0603                   8.0116       42.2381      0        *                                                                                                    
C511       10uF                     TopLayer    C0603                   9.0128       37.7746      0        *                                                                                                    
C510       100pF                    TopLayer    C0402                   6.9031       45.1213      90       *                                                                                                    
C509       0.1uF                    TopLayer    C0402                   9.8157       44.5152      270      ""                                                                                                   
C508       10uF                     TopLayer    C0603                   9.6249       43.4092      180      *                                                                                                    
C507       1000pF                   TopLayer    C0402                   23.6658      42.8092      180      ""                                                                                                   
C506       0.1uF                    TopLayer    C0402                   40.2697      38.4665      0        ""                                                                                                   
C505       10uF                     TopLayer    C0603                   41.4279      38.2660      270      *                                                                                                    
C504       0.1uF                    TopLayer    C0402                   45.2123      40.3874      270      ""                                                                                                   
C503       10uF                     TopLayer    C0603                   44.9778      41.5150      180      *                                                                                                    
C502       10uF                     TopLayer    C0603                   21.7938      42.0444      90       *                                                                                                    
C501       10uF                     TopLayer    C0603                   26.2710      39.5664      90       *                                                                                                    
C500       0.1uF                    TopLayer    C0402                   11.8044      37.4956      270      ""                                                                                                   
C499       10uF                     TopLayer    C0603                   11.8610      38.6044      180      *                                                                                                    
C498       10uF                     TopLayer    C0603                   11.8535      39.7988      180      *                                                                                                    
C497       100pF                    TopLayer    C0402                   14.6012      38.9235      90       *                                                                                                    
C496       0.1uF                    TopLayer    C0402                   17.1736      42.7220      180      ""                                                                                                   
C495       10uF                     TopLayer    C0603                   16.1290      43.0032      90       *                                                                                                    
C494       0.1uF                    TopLayer    C0402                   19.6238      46.8469      270      ""                                                                                                   
C493       10uF                     TopLayer    C0603                   19.4027      47.9342      180      *                                                                                                    
C492       10uF                     TopLayer    C0603                   19.4009      49.1754      180      *                                                                                                    
C491       100pF                    TopLayer    C0402                   21.1625      48.9227      0        *                                                                                                    
C490       0.1uF                    TopLayer    C0402                   23.3748      51.7425      180      ""                                                                                                   
C489       10uF                     TopLayer    C0603                   22.2089      51.9417      90       *                                                                                                    
C488       0.1uF                    TopLayer    C0402                   27.0664      34.1430      180      ""                                                                                                   
C487       10uF                     TopLayer    C0603                   28.1492      34.4000      90       *                                                                                                    
C486       10uF                     TopLayer    C0603                   29.3500      34.4000      90       *                                                                                                    
C485       100pF                    TopLayer    C0402                   38.0588      38.6304      90       *                                                                                                    
C484       0.1uF                    TopLayer    C0402                   40.0250      35.9752      180      ""                                                                                                   
C483       10uF                     TopLayer    C0603                   39.2621      34.1430      180      *                                                                                                    
C482       0.1uF                    TopLayer    C0402                   16.4536      57.3192      0        ""                                                                                                   
C481       10uF                     TopLayer    C0603                   15.4464      58.5967      90       *                                                                                                    
C480       10uF                     TopLayer    C0603                   14.3162      58.5677      90       *                                                                                                    
C479       100pF                    TopLayer    C0402                   12.4272      57.3540      0        *                                                                                                    
C478       0.1uF                    BottomLayer C0402                   9.4739       52.1620      0        ""                                                                                                   
C477       10uF                     BottomLayer C0603                   8.4170       52.4282      90       *                                                                                                    
C476       1nF                      BottomLayer C1812                   73.4552      15.4886      180      *                                                                                                    
C475       1nF                      BottomLayer C1812                   82.1773      24.3750      0        *                                                                                                    
C474       0.01uF                   BottomLayer C0603                   80.3789      21.0435      90       ""                                                                                                   
C473       0.01uF                   BottomLayer C0603                   83.9644      21.0700      90       ""                                                                                                   
C472       0.01uF                   BottomLayer C0603                   87.7723      21.0700      90       ""                                                                                                   
C471       0.01uF                   BottomLayer C0603                   91.5931      21.0700      90       ""                                                                                                   
C470       470pF                    TopLayer    C0805                   64.4191      28.2185      180      ""                                                                                                   
C469       4700pF                   TopLayer    C1206                   64.0191      25.4311      90       ""                                                                                                   
C468       1nF                      TopLayer    C1812                   52.1633      27.3189      90       *                                                                                                    
C467       1nF                      BottomLayer C1812                   89.6000      24.3750      180      *                                                                                                    
C466       10uF                     TopLayer    C1210                   48.5941      18.6010      270      ""                                                                                                   
C465       10uF                     TopLayer    C1210                   45.5668      18.6010      270      ""                                                                                                   
C464       10uF                     TopLayer    C1210                   48.7611      25.8058      90       ""                                                                                                   
C463       0.1uF                    TopLayer    C1206                   48.1611      22.6264      0        ""                                                                                                   
C462       1nF                      TopLayer    C1206                   57.6201      24.6189      90       "Ceramic Capacitor 1206 1nF ±10% 2kV X7R"                                                            
C461       1nF                      TopLayer    C1206                   59.9879      24.6489      90       "Ceramic Capacitor 1206 1nF ±10% 2kV X7R"                                                            
C460       4700pF                   TopLayer    C1206                   61.9801      22.7189      90       ""                                                                                                   
C459       1nF                      TopLayer    C1812                   52.1764      21.6869      90       *                                                                                                    
C458       1000pF                   BottomLayer C1206                   82.0750      15.7000      180      ""                                                                                                   
C457       0.1uF                    TopLayer    C1206                   69.2625      29.7773      0        ""                                                                                                   
C456       1000pF                   BottomLayer C1206                   89.6205      15.7123      180      ""                                                                                                   
C455       0.1uF                    BottomLayer C0603                   77.8392      21.5543      180      ""                                                                                                   
C454       100nF                    BottomLayer C0402                   85.1590      34.1467      0        "Ceramic Capacitor 0402 100nF ±10% 50V X7R"                                                          
C453       100nF                    BottomLayer C0402                   86.3491      36.9136      90       "Ceramic Capacitor 0402 100nF ±10% 50V X7R"                                                          
C452       100nF                    BottomLayer C0402                   86.3862      35.5122      90       "Ceramic Capacitor 0402 100nF ±10% 50V X7R"                                                          
C451       100nF                    BottomLayer C0402                   86.2843      38.8640      180      "Ceramic Capacitor 0402 100nF ±10% 50V X7R"                                                          
C450       100nF                    BottomLayer C0402                   86.5215      34.1531      0        "Ceramic Capacitor 0402 100nF ±10% 50V X7R"                                                          
C449       4.7uF                    BottomLayer C0402                   81.8061      34.5875      270      "Ceramic Capacitor 0402 4.7uF ±20% 6.3V X5R"                                                         
C448       100nF                    BottomLayer C0402                   83.7752      34.2461      0        "Ceramic Capacitor 0402 100nF ±10% 50V X7R"                                                          
C447       10uF                     BottomLayer C0402                   83.8059      38.0238      180      ""                                                                                                   
C446       100nF                    BottomLayer C0402                   82.9223      39.0497      0        "Ceramic Capacitor 0402 100nF ±10% 50V X7R"                                                          
C445       1uF                      BottomLayer C0402                   82.4732      35.4775      270      ""                                                                                                   
C444       100nF                    BottomLayer C0402                   75.0092      33.6915      0        "Ceramic Capacitor 0402 100nF ±10% 50V X7R"                                                          
C443       4.7uF                    BottomLayer C0402                   76.1296      33.6915      0        "Ceramic Capacitor 0402 4.7uF ±20% 6.3V X5R"                                                         
C442       100nF                    BottomLayer C0402                   87.5000      41.3427      0        "Ceramic Capacitor 0402 100nF ±10% 50V X7R"                                                          
C441       12pF                     BottomLayer C0402                   82.3070      30.6224      180      ""                                                                                                   
C440       12pF                     BottomLayer C0402                   87.4383      30.6224      0        ""                                                                                                   
C439       0.1uF                    BottomLayer C0402                   115.6590     42.2187      0        ""                                                                                                   
C437       1uF                      TopLayer    C0402                   98.6879      53.7196      180      ""                                                                                                   
C436       1uF                      TopLayer    C0402                   93.5757      53.7674      180      ""                                                                                                   
C435       0.1uF                    BottomLayer C0402                   115.7057     49.2563      0        ""                                                                                                   
C419       22uF                     BottomLayer C0603                   11.5578      32.2731      270      *                                                                                                    
C418       0.1uF                    BottomLayer C0402                   15.6269      29.9219      0        ""                                                                                                   
C417       22uF                     BottomLayer C0603                   14.4056      29.6219      90       *                                                                                                    
C416       1nF                      BottomLayer C1812                   2.4064       8.9341       270      *                                                                                                    
C415       0.1uF                    BottomLayer C0402                   8.4844       18.7178      180      ""                                                                                                   
C414       10uF                     BottomLayer C0402                   7.5377       18.7178      180      *                                                                                                    
C413       0.1uF                    TopLayer    C0402                   11.2630      28.1982      270      ""                                                                                                   
C412       10uF                     TopLayer    C0402                   11.2282      29.2522      270      *                                                                                                    
C411       1uF                      BottomLayer C0201                   65.2607      56.7299      180      ""                                                                                                   
C410       0.1uF                    BottomLayer C0201                   64.9314      56.1791      0        ""                                                                                                   
C407       1uF                      BottomLayer C0201                   64.1712      52.1521      180      ""                                                                                                   
C406       1uF                      BottomLayer C0201                   64.7728      51.4422      270      ""                                                                                                   
C405       0.1uF                    BottomLayer C0201                   65.2705      51.4356      90       ""                                                                                                   
C404       1uF                      BottomLayer C0201                   64.3166      58.0633      90       ""                                                                                                   
C403       1uF                      BottomLayer C0201                   67.0529      58.2858      180      ""                                                                                                   
C402       1uF                      BottomLayer C0201                   67.8752      56.2542      0        ""                                                                                                   
C401       1uF                      BottomLayer C0201                   67.5681      57.1484      180      ""                                                                                                   
C400       1uF                      BottomLayer C0201                   67.6579      57.6260      180      ""                                                                                                   
C399       0.68uF                   BottomLayer C0603                   126.9894     5.1633       270      ""                                                                                                   
C398       330pF                    BottomLayer C0603                   125.7303     2.2500       270      *                                                                                                    
C397       330pF                    BottomLayer C0603                   113.0051     35.3718      90       *                                                                                                    
C396       47pF                     TopLayer    C0402                   108.3269     19.4418      0        ""                                                                                                   
C395       330pF                    BottomLayer C0603                   128.1173     6.6529       90       *                                                                                                    
C393       0.1uF                    TopLayer    C0402                   109.7576     32.9603      0        ""                                                                                                   
C392       0.01uF                   TopLayer    C0402                   110.6927     32.9670      0        ""                                                                                                   
C391       330pF                    BottomLayer C0603                   125.7278     10.8328      270      *                                                                                                    
C390       330pF                    BottomLayer C0603                   114.1564     35.3845      270      *                                                                                                    
C389       0.68uF                   BottomLayer C0603                   126.9894     8.1457       270      ""                                                                                                   
C388       0.22uF                   BottomLayer C0603                   113.3277     32.0534      0        ""                                                                                                   
C387       2.2uF                    BottomLayer C0402                   113.0982     20.8431      270      *                                                                                                    
C386       2.2uF                    BottomLayer C0402                   112.4644     19.9069      270      *                                                                                                    
C385       0.22uF                   BottomLayer C0603                   115.4619     32.7942      90       ""                                                                                                   
C384       0.22uF                   BottomLayer C0603                   117.2633     31.9055      0        ""                                                                                                   
C383       1uF                      BottomLayer C0402                   117.5477     21.1765      180      ""                                                                                                   
C382       2.2uF                    BottomLayer C0402                   118.4524     20.9154      0        *                                                                                                    
C381       2.2uF                    BottomLayer C0402                   119.3546     20.8947      0        *                                                                                                    
C380       0.22uF                   BottomLayer C0603                   119.6738     31.9247      180      ""                                                                                                   
C379       0.68uF                   BottomLayer C0603                   135.8750     19.9739      0        ""                                                                                                   
C378       330pF                    BottomLayer C0603                   138.4280     18.6800      0        *                                                                                                    
C377       330pF                    BottomLayer C0603                   122.9750     28.6176      270      *                                                                                                    
C375       0.1uF                    TopLayer    C0402                   126.1028     32.4855      0        ""                                                                                                   
C374       0.01uF                   TopLayer    C0402                   124.9715     32.4818      0        ""                                                                                                   
C373       330pF                    BottomLayer C0603                   131.5250     15.2233      90       *                                                                                                    
C372       330pF                    BottomLayer C0603                   129.9690     18.7137      0        *                                                                                                    
C371       330pF                    BottomLayer C0603                   122.9381     23.8633      270      *                                                                                                    
C370       0.68uF                   BottomLayer C0603                   132.6869     19.9738      0        ""                                                                                                   
C367       0.1uF                    BottomLayer C0402                   107.8669     33.0620      90       ""                                                                                                   
C366       10uF                     BottomLayer C0603                   103.8467     21.5590      0        *                                                                                                    
C365       0.1uF                    BottomLayer C0402                   104.1131     22.5104      270      ""                                                                                                   
C364       0.1uF                    BottomLayer C0402                   108.3500     21.8000      270      ""                                                                                                   
C363       0.1uF                    BottomLayer C0402                   108.5396     30.7865      270      ""                                                                                                   
C362       10uF                     BottomLayer C0603                   107.4157     20.8891      0        *                                                                                                    
C361       10uF                     BottomLayer C0603                   108.2444     32.0111      0        *                                                                                                    
C353       2.2uF                    BottomLayer C0402                   107.7431     22.5973      270      *                                                                                                    
C350       2.2uF                    TopLayer    C0402                   107.0549     20.8800      90       *                                                                                                    
C349       1000pF                   BottomLayer C0402                   104.3265     16.6638      90       ""                                                                                                   
C348       1000pF                   BottomLayer C0402                   102.2378     16.6727      270      ""                                                                                                   
C338       1uF                      BottomLayer C0201                   69.8171      58.1119      270      ""                                                                                                   
C337       4.7uF                    BottomLayer C0201                   65.6207      58.4459      180      ""                                                                                                   
C336       1uF                      BottomLayer C0201                   65.6255      58.9172      0        ""                                                                                                   
C328       4.7uF                    BottomLayer C0201                   65.2616      57.4691      270      ""                                                                                                   
C327       1uF                      BottomLayer C0201                   64.8047      58.0675      270      ""                                                                                                   
C326       1uF                      BottomLayer C0201                   68.7159      57.2987      270      ""                                                                                                   
C325       1uF                      BottomLayer C0201                   63.9794      51.6882      0        ""                                                                                                   
C324       1uF                      BottomLayer C0201                   65.4822      52.8988      90       ""                                                                                                   
C323       0.1uF                    BottomLayer C0201                   67.9369      58.7134      0        ""                                                                                                   
C322       0.1uF                    BottomLayer C0201                   69.5359      58.8890      0        ""                                                                                                   
C320       0.1uF                    BottomLayer C0201                   68.6936      58.6128      270      ""                                                                                                   
C318       0.1uF                    BottomLayer C0201                   64.1783      53.0967      0        ""                                                                                                   
C317       4.7uF                    BottomLayer C0201                   64.1736      52.6208      180      ""                                                                                                   
C316       4.7uF                    BottomLayer C0201                   64.3062      53.6199      180      ""                                                                                                   
C287       10uF                     TopLayer    C1206                   114.2141     79.2828      90       ""                                                                                                   
C286       10uF                     TopLayer    C1206                   112.0806     79.2672      90       ""                                                                                                   
C285       10uF                     TopLayer    C1206                   27.5423      71.9285      270      ""                                                                                                   
C284       10uF                     TopLayer    C1206                   29.6417      71.9065      270      ""                                                                                                   
C266       1000pF                   BottomLayer C0201                   56.8219      37.6452      0        *                                                                                                    
C265       1000pF                   BottomLayer C0201                   56.8250      38.1857      0        *                                                                                                    
C264       0.1uF                    BottomLayer C0201                   66.3883      57.0629      180      ""                                                                                                   
C263       0.1uF                    BottomLayer C0201                   64.4673      56.9692      270      ""                                                                                                   
C262       0.1uF                    BottomLayer C0201                   64.9296      55.6275      0        ""                                                                                                   
C261       0.1uF                    BottomLayer C0201                   61.2820      55.2471      0        ""                                                                                                   
C260       0.1uF                    BottomLayer C0201                   70.7867      57.5727      180      ""                                                                                                   
C259       1uF                      BottomLayer C0201                   67.0938      50.6380      180      ""                                                                                                   
